"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Lee County,"2021","First Quarter(p)","1060","14212","-5.5","882","-1.5","Total, all industries","19111","IA"
Linn County,"2021","First Quarter(p)","7194","122685","-5.0","1113","-1.3","Total, all industries","19113","IA"
Louisa County,"2021","First Quarter(p)","274","3811","-1.3","825","-0.6","Total, all industries","19115","IA"
Lucas County,"2021","First Quarter(p)","245","3534","-2.9","809","-9.0","Total, all industries","19117","IA"
Lyon County,"2021","First Quarter(p)","523","4337","-4.1","721","2.3","Total, all industries","19119","IA"
Madison County,"2021","First Quarter(p)","514","3736","0.5","772","5.5","Total, all industries","19121","IA"
Mahaska County,"2021","First Quarter(p)","633","7683","-2.0","880","3.5","Total, all industries","19123","IA"
Marion County,"2021","First Quarter(p)","1029","17617","0.0","1002","-1.8","Total, all industries","19125","IA"
Marshall County,"2021","First Quarter(p)","1016","15624","-5.1","906","1.7","Total, all industries","19127","IA"
Mills County,"2021","First Quarter(p)","410","3521","0.2","900","-0.1","Total, all industries","19129","IA"
Mitchell County,"2021","First Quarter(p)","386","3852","-5.2","852","4.2","Total, all industries","19131","IA"
Monona County,"2021","First Quarter(p)","300","2518","0.3","726","4.6","Total, all industries","19133","IA"
Monroe County,"2021","First Quarter(p)","239","3437","-1.4","980","3.6","Total, all industries","19135","IA"
Montgomery County,"2021","First Quarter(p)","378","3873","-4.5","820","3.4","Total, all industries","19137","IA"
Muscatine County,"2021","First Quarter(p)","1210","21683","-4.3","988","-0.6","Total, all industries","19139","IA"
Obrien County,"2021","First Quarter(p)","591","6299","-2.7","759","1.2","Total, all industries","19141","IA"
Osceola County,"2021","First Quarter(p)","264","2376","-1.2","798","4.9","Total, all industries","19143","IA"
Page County,"2021","First Quarter(p)","485","6044","-0.1","794","3.3","Total, all industries","19145","IA"
Palo Alto County,"2021","First Quarter(p)","345","3448","-6.7","742","1.4","Total, all industries","19147","IA"
Plymouth County,"2021","First Quarter(p)","836","11336","-0.4","999","-0.2","Total, all industries","19149","IA"
Pocahontas County,"2021","First Quarter(p)","281","2852","-4.0","811","-1.1","Total, all industries","19151","IA"
Polk County,"2021","First Quarter(p)","18605","289483","-3.0","1278","3.6","Total, all industries","19153","IA"
Pottawattamie County,"2021","First Quarter(p)","2588","37922","-4.0","866","-1.4","Total, all industries","19155","IA"
Poweshiek County,"2021","First Quarter(p)","704","9125","-2.6","900","-0.2","Total, all industries","19157","IA"
Ringgold County,"2021","First Quarter(p)","184","1316","-4.0","711","3.2","Total, all industries","19159","IA"
Sac County,"2021","First Quarter(p)","395","2884","-1.4","803","0.4","Total, all industries","19161","IA"
Scott County,"2021","First Quarter(p)","5782","83966","-5.1","938","1.8","Total, all industries","19163","IA"
Shelby County,"2021","First Quarter(p)","431","5361","-2.1","860","4.5","Total, all industries","19165","IA"
Sioux County,"2021","First Quarter(p)","1523","20908","0.0","832","1.8","Total, all industries","19167","IA"
Story County,"2021","First Quarter(p)","2795","44448","-1.9","1127","9.8","Total, all industries","19169","IA"
Tama County,"2021","First Quarter(p)","444","5455","-1.6","977","18.4","Total, all industries","19171","IA"
Taylor County,"2021","First Quarter(p)","198","1889","-2.7","747","4.3","Total, all industries","19173","IA"
Union County,"2021","First Quarter(p)","438","5757","-5.8","763","2.0","Total, all industries","19175","IA"
Van Buren County,"2021","First Quarter(p)","221","1823","-3.9","737","6.3","Total, all industries","19177","IA"
Wapello County,"2021","First Quarter(p)","865","15080","-4.5","825","1.4","Total, all industries","19179","IA"
Warren County,"2021","First Quarter(p)","1213","11726","-0.2","810","4.0","Total, all industries","19181","IA"
Washington County,"2021","First Quarter(p)","804","7861","-3.8","718","2.3","Total, all industries","19183","IA"
Wayne County,"2021","First Quarter(p)","181","1897","1.2","771","1.6","Total, all industries","19185","IA"
Webster County,"2021","First Quarter(p)","1183","16917","-3.9","918","2.3","Total, all industries","19187","IA"
Winnebago County,"2021","First Quarter(p)","398","4021","-4.8","788","7.7","Total, all industries","19189","IA"
Winneshiek County,"2021","First Quarter(p)","742","9569","-4.0","813","2.8","Total, all industries","19191","IA"
Woodbury County,"2021","First Quarter(p)","3247","49520","-3.0","856","1.5","Total, all industries","19193","IA"
Worth County,"2021","First Quarter(p)","230","2128","-7.5","733","4.9","Total, all industries","19195","IA"
Wright County,"2021","First Quarter(p)","500","5794","-8.9","881","2.6","Total, all industries","19197","IA"
 
